200 100
6 39 102
6 40 998
6 41 940
6 42 912
6 43 427
6 44 805
6 45 155
6 46 795
6 47 449
6 48 211
6 49 490
6 50 684
6 51 338
6 52 472
6 53 758
6 54 796
6 55 214
6 56 643
6 57 850
6 58 335
6 59 535
6 60 839
6 61 754
6 62 874
6 63 771
6 64 61
6 65 164
6 66 884
6 67 239
6 68 721
6 69 960
6 70 633
6 71 765
6 72 138
6 73 774
6 74 910
6 75 331
6 76 408
6 77 675
6 78 384
6 79 264
6 80 565
6 81 106
6 82 301
6 83 156
6 84 797
6 85 538
6 86 282
6 87 405
6 88 207
6 89 445
6 90 990
6 91 21
6 92 656
6 93 750
6 94 652
6 95 240
6 96 321
6 97 752
6 98 130
6 99 970
7 0 105
7 1 736
7 2 504
7 3 528
7 4 333
7 5 0
7 6 847
7 7 650
7 8 589
7 9 963
7 10 759
7 11 656
7 12 781
7 13 536
7 14 147
7 15 212
7 16 896
7 17 422
7 18 830
7 19 190
7 20 861
7 21 756
7 22 953
7 23 837
7 24 26
7 25 518
7 26 528
7 27 874
7 28 908
7 29 575
7 30 236
7 31 785
7 32 374
7 33 510
7 34 917
7 35 128
7 36 254
7 37 319
7 38 882
7 39 7
7 40 44
7 41 827
7 42 323
7 43 857
7 44 511
7 45 799
7 46 692
7 47 335
7 48 181
7 49 445
7 50 146
7 51 821
7 52 605
7 53 343
7 54 983
7 55 172
7 56 200
7 57 584
7 58 474
7 59 866
7 60 373
7 61 389
7 62 847
7 63 299
7 64 180
7 65 634
7 66 986
7 67 248
7 68 943
7 69 379
7 70 394
7 71 451
7 72 749
7 73 61
7 74 48
7 75 439
7 76 282
7 77 303
7 78 818
7 79 454
7 80 175
7 81 282
7 82 63
7 83 381
7 84 180
7 85 735
7 86 788
7 87 467
7 88 500
7 89 487
7 90 672
7 91 98
7 92 48
7 93 503
7 94 983
7 95 51
7 96 572
7 97 387
7 98 499
7 99 747
8 0 957
8 1 68
8 2 761
8 3 123
8 4 141
8 5 797
8 6 447
8 7 234
8 8 555
8 9 283
8 10 932
8 11 647
8 12 624
8 13 830
8 14 103
8 15 497
8 16 227
8 17 407
8 18 141
8 19 196
8 20 615
8 21 4
8 22 753
8 23 577
8 24 466
8 25 708
8 26 284
8 27 44
8 28 223
8 29 980
8 30 372
8 31 526
8 32 666
8 33 607
8 34 919
8 35 194
8 36 263
8 37 994
8 38 579
8 39 401
8 40 723
8 41 987
8 42 714
8 43 190
8 44 175
8 45 614
8 46 147
8 47 628
8 48 465
8 49 522
8 50 192
8 51 226
8 52 875
8 53 43
8 54 882
8 55 644
8 56 572
8 57 452
8 58 48
8 59 464
8 60 680
8 61 288
8 62 11
8 63 825
8 64 982
8 65 337
8 66 77
8 67 231
8 68 281
8 69 74
8 70 808
8 71 582
8 72 887
8 73 694
8 74 632
8 75 735
8 76 708
8 77 165
8 78 257
8 79 667
8 80 319
8 81 154
8 82 920
8 83 699
8 84 87
8 85 842
8 86 100
8 87 796
8 88 269
8 89 542
8 90 592
8 91 548
8 92 617
8 93 535
8 94 959
8 95 518
8 96 95
8 97 474
8 98 115
8 99 642
9 0 729
9 1 279
9 2 954
9 3 264
9 4 831
9 5 516
9 6 852
9 7 184
9 8 171
9 9 769
9 10 209
9 11 91
9 12 958
9 13 685
9 14 717
9 15 479
9 16 446
9 17 420
9 18 968
9 19 698
9 20 852
9 21 316
9 22 629
9 23 66
9 24 701
9 25 411
9 26 560
9 27 960
9 28 328
9 29 101
9 30 289
9 31 129
9 32 983
9 33 756
9 34 504
9 35 675
9 36 483
9 37 977
9 38 30
9 39 243
9 40 27
9 41 374
9 42 812
9 43 437
9 44 525
9 45 189
9 46 553
9 47 481
9 48 696
9 49 878
9 50 988
9 51 864
9 52 352
9 53 358
9 54 45
9 55 860
9 56 933
9 57 791
9 58 371
9 59 716
9 60 632
9 61 736
9 62 925
9 63 493
9 64 703
9 65 711
9 66 687
9 67 118
9 68 221
9 69 817
9 70 245
9 71 112
9 72 883
9 73 402
9 74 989
9 75 460
9 76 635
9 77 855
9 78 389
9 79 603
9 80 860
9 81 668
9 82 329
9 83 316
9 84 711
9 85 151
9 86 652
9 87 886
9 88 194
9 89 687
9 90 963
9 91 708
9 92 592
9 93 985
9 94 260
9 95 440
9 96 83
9 97 967
9 98 602
9 99 576
10 0 417
10 1 752
10 2 274
10 3 361
10 4 64
10 5 523
10 6 349
10 7 196
10 8 510
10 9 980
10 10 112
10 11 339
10 12 888
10 13 825
10 14 626
10 15 74
10 16 201
10 17 417
10 18 957
10 19 821
10 20 230
10 21 4
10 22 760
10 23 104
10 24 389
10 25 497
10 26 406
10 27 673
10 28 730
10 29 859
10 30 692
10 31 629
10 32 484
10 33 146
10 34 2
10 35 831
10 36 59
10 37 168
10 38 84
10 39 454
10 40 492
10 41 8
10 42 190
10 43 675
10 44 272
10 45 69
10 46 295
10 47 17
10 48 739
10 49 615
10 50 879
10 51 698
10 52 340
10 53 566
10 54 161
10 55 708
10 56 370
10 57 944
10 58 82
10 59 248
10 60 738
10 61 425
10 62 994
10 63 145
10 64 183
10 65 782
10 66 558
10 67 110
10 68 945
10 69 721
10 70 775
10 71 996
10 72 862
10 73 572
10 74 420
10 75 904
10 76 116
10 77 916
10 78 241
10 79 341
10 80 233
10 81 869
10 82 490
10 83 912
10 84 811
10 85 767
10 86 725
10 87 589
10 88 503
10 89 861
10 90 485
10 91 660
10 92 203
10 93 338
10 94 808
10 95 671
10 96 17
10 97 797
10 98 147
10 99 110
11 0 851
11 1 148
11 2 550
11 3 58
11 4 700
11 5 163
11 6 235
11 7 839
11 8 607
11 9 422
11 10 724
11 11 235
11 12 601
11 13 578
11 14 840
11 15 844
11 16 151
11 17 815
11 18 217
11 19 79
11 20 621
11 21 266
11 22 777
11 23 407
11 24 580
11 25 867
11 26 719
11 27 131
11 28 115
11 29 605
11 30 235
11 31 725
11 32 541
11 33 569
11 34 226
11 35 931
11 36 363
11 37 106
11 38 147
11 39 673
11 40 981
11 41 527
11 42 3
11 43 41
11 44 612
11 45 617
11 46 32
11 47 981
11 48 649
11 49 419
11 50 295
11 51 208
11 52 439
11 53 9
11 54 594
11 55 418
11 56 817
11 57 382
11 58 920
11 59 335
11 60 377
11 61 555
11 62 711
11 63 964
11 64 858
11 65 750
11 66 613
11 67 546
11 68 327
11 69 548
11 70 277
11 71 661
11 72 443
11 73 159
11 74 800
11 75 172
11 76 219
11 77 112
11 78 400
11 79 515
11 80 721
11 81 335
11 82 578
11 83 699
11 84 785
11 85 90
11 86 156
11 87 793
11 88 368
11 89 32
11 90 335
11 91 395
11 92 1
11 93 716
11 94 689
11 95 587
11 96 703
11 97 360
11 98 418
11 99 881
12 0 542
12 1 26
12 2 814
12 3 271
12 4 781
12 5 719
12 6 949
12 7 947
12 8 578
12 9 971
12 10 296
12 11 535
12 12 971
12 13 216
12 14 542
12 15 222
12 16 288
12 17 370
12 18 894
12 19 485
12 20 805
12 21 221
12 22 27
12 23 281
12 24 399
12 25 885
12 26 346
12 27 286
12 28 847
12 29 311
12 30 369
12 31 860
12 32 583
12 33 881
12 34 771
12 35 548
12 36 112
12 37 930
12 38 564
12 39 450
12 40 499
12 41 415
12 42 571
12 43 897
12 44 81
12 45 280
12 46 301
12 47 112
12 48 98
12 49 935
12 50 12
12 51 852
12 52 856
12 53 624
12 54 205
12 55 226
12 56 495
12 57 505
12 58 245
12 59 988
12 60 552
12 61 3
12 62 9
12 63 581
12 64 61
12 65 774
12 66 51
12 67 432
12 68 856
12 69 770
12 70 698
12 71 803
12 72 110
12 73 454
12 74 524
12 75 809
12 76 234
12 77 30
12 78 171
12 79 277
12 80 328
12 81 282
12 82 14
12 83 434
12 84 896
12 85 36
12 86 684
12 87 539
12 88 451
12 89 461
12 90 560
12 91 759
12 92 760
12 93 470
12 94 647
12 95 533
12 96 594
12 97 167
12 98 737
12 99 91
13 0 513
13 1 142
13 2 195
13 3 649
13 4 523
13 5 491
13 6 434
13 7 912
13 8 373
13 9 762
13 10 733
13 11 534
13 12 357
13 13 482
13 14 211
13 15 543
13 16 310
13 17 252
13 18 553
13 19 872
13 20 906
13 21 303
13 22 132
13 23 329
13 24 50
13 25 299
13 26 192
13 27 130
13 28 740
13 29 539
13 30 401
13 31 492
13 32 682
13 33 849
13 34 672
13 35 190
13 36 625
13 37 189
13 38 715
13 39 591
13 40 317
13 41 608
13 42 239
13 43 919
13 44 34
13 45 469
13 46 329
13 47 263
13 48 773
13 49 825
13 50 619
13 51 867
13 52 850
13 53 186
13 54 839
13 55 307
13 56 922
13 57 366
13 58 161
13 59 96
13 60 232
13 61 112
13 62 206
13 63 666
13 64 509
13 65 486
13 66 408
13 67 75
13 68 729
13 69 468
13 70 396
13 71 351
13 72 373
13 73 691
13 74 705
13 75 859
13 76 762
13 77 682
13 78 252
13 79 217
13 80 839
13 81 359
13 82 426
13 83 969
13 84 495
13 85 977
13 86 123
13 87 831
13 88 185
13 89 116
13 90 136
13 91 903
13 92 861
13 93 827
13 94 874
13 95 929
13 96 169
13 97 60
13 98 568
13 99 285
14 0 774
14 1 612
14 2 623
14 3 203
14 4 518
14 5 990
14 6 937
14 7 964
14 8 258
14 9 895
14 10 581
14 11 685
14 12 87
14 13 434
14 14 622
14 15 923
14 16 20
14 17 78
14 18 686
14 19 881
14 20 194
14 21 264
14 22 617
14 23 988
14 24 235
14 25 702
14 26 789
14 27 935
14 28 970
14 29 501
14 30 726
14 31 41
14 32 85
14 33 418
14 34 548
14 35 85
14 36 364
14 37 292
14 38 320
14 39 893
14 40 272
14 41 848
14 42 909
14 43 934
14 44 886
14 45 98
14 46 282
14 47 317
14 48 754
14 49 450
14 50 409
14 51 841
14 52 570
14 53 269
14 54 534
14 55 740
14 56 522
14 57 507
14 58 349
14 59 976
14 60 524
14 61 230
14 62 958
14 63 241
14 64 896
14 65 104
14 66 695
14 67 878
14 68 820
14 69 518
14 70 976
14 71 723
14 72 286
14 73 1
14 74 5
14 75 212
14 76 613
14 77 777
14 78 120
14 79 306
14 80 906
14 81 884
14 82 625
14 83 25
14 84 742
14 85 720
14 86 68
14 87 445
14 88 475
14 89 477
14 90 393
14 91 612
14 92 480
14 93 216
14 94 10
14 95 81
14 96 31
14 97 507
14 98 574
14 99 190
15 0 869
15 1 102
15 2 226
15 3 282
15 4 104
15 5 373
15 6 905
15 7 667
15 8 132
15 9 290
15 10 441
15 11 777
15 12 104
15 13 445
15 14 601
15 15 250
15 16 556
15 17 103
15 18 334
15 19 282
15 20 642
15 21 275
15 22 107
15 23 118
15 24 479
15 25 159
15 26 281
15 27 682
15 28 57
15 29 72
15 30 868
15 31 86
15 32 928
15 33 122
15 34 917
15 35 340
15 36 260
15 37 96
15 38 296
15 39 783
15 40 196
15 41 852
15 42 866
15 43 197
15 44 455
15 45 103
15 46 299
15 47 880
15 48 466
15 49 703
15 50 500
15 51 552
15 52 517
15 53 393
15 54 987
15 55 537
15 56 595
15 57 732
15 58 771
15 59 203
15 60 461
15 61 690
15 62 219
15 63 325
15 64 939
15 65 43
15 66 190
15 67 717
15 68 262
15 69 757
15 70 270
15 71 774
15 72 213
15 73 616
15 74 953
15 75 21
15 76 2
15 77 810
15 78 350
15 79 567
15 80 199
15 81 440
15 82 340
15 83 721
15 84 10
15 85 702
15 86 919
15 87 957
15 88 250
15 89 258
15 90 22
15 91 469
15 92 545
15 93 529
15 94 525
15 95 19
15 96 6
15 97 869
15 98 890
15 99 279
16 0 451
16 1 319
16 2 936
16 3 4
16 4 325
16 5 536
16 6 395
16 7 728
16 8 678
16 9 503
16 10 154
16 11 295
16 12 982
16 13 131
16 14 666
16 15 188
16 16 747
16 17 225
16 18 840
16 19 928
16 20 128
16 21 857
16 22 881
16 23 898
16 24 247
16 25 358
16 26 123
16 27 867
16 28 318
16 29 667
16 30 337
16 31 619
16 32 390
16 33 195
16 34 298
16 35 652
16 36 855
16 37 512
16 38 197
16 39 657
16 40 48
16 41 474
16 42 437
16 43 58
16 44 122
16 45 751
16 46 530
16 47 492
16 48 416
16 49 729
16 50 616
16 51 443
16 52 995
16 53 720
16 54 831
16 55 150
16 56 305
16 57 830
16 58 398
16 59 188
16 60 557
16 61 215
16 62 426
16 63 349
16 64 114
16 65 144
16 66 82
16 67 146
16 68 746
16 69 873
16 70 64
16 71 359
16 72 577
16 73 826
16 74 382
16 75 953
16 76 465
16 77 249
16 78 605
16 79 760
16 80 326
16 81 865
16 82 175
16 83 884
16 84 405
16 85 410
16 86 433
16 87 882
16 88 727
16 89 148
16 90 403
16 91 307
16 92 5
16 93 473
16 94 133
16 95 658
16 96 648
16 97 522
16 98 836
16 99 511
17 0 354
17 1 183
17 2 533
17 3 91
17 4 233
17 5 547
17 6 149
17 7 730
17 8 686
17 9 272
17 10 566
17 11 72
17 12 423
17 13 233
17 14 833
17 15 126
17 16 929
17 17 143
17 18 693
17 19 314
17 20 404
17 21 684
17 22 542
17 23 876
17 24 382
17 25 40
17 26 21
17 27 698
17 28 317
17 29 109
17 30 375
17 31 946
17 32 146
17 33 622
17 34 967
17 35 797
17 36 885
17 37 194
17 38 996
17 39 509
17 40 852
17 41 452
17 42 749
17 43 716
17 44 854
17 45 134
17 46 735
17 47 917
17 48 187
17 49 332
17 50 418
17 51 362
17 52 307
17 53 704
17 54 961
17 55 651
17 56 218
17 57 285
17 58 771
17 59 539
17 60 751
17 61 920
17 62 501
17 63 96
17 64 828
17 65 254
17 66 149
17 67 198
17 68 896
17 69 415
17 70 212
17 71 602
17 72 610
17 73 201
17 74 231
17 75 75
17 76 555
17 77 802
17 78 945
17 79 439
17 80 701
17 81 944
17 82 416
17 83 231
17 84 803
17 85 792
17 86 54
17 87 992
17 88 762
17 89 12
17 90 414
17 91 628
17 92 421
17 93 825
17 94 400
17 95 482
17 96 798
17 97 171
17 98 614
17 99 621
18 0 319
18 1 478
18 2 596
18 3 339
18 4 343
18 5 694
18 6 770
18 7 594
18 8 914
18 9 444
18 10 843
18 11 348
18 12 466
18 13 516
18 14 899
18 15 255
18 16 666
18 17 883
18 18 267
18 19 946
18 20 965
18 21 242
18 22 45
18 23 156
18 24 865
18 25 85
18 26 68
18 27 883
18 28 554
18 29 708
18 30 552
18 31 237
18 32 733
18 33 84
18 34 136
18 35 519
18 36 209
18 37 504
18 38 265
18 39 341
18 40 698
18 41 819
18 42 52
18 43 738
18 44 357
18 45 355
18 46 734
18 47 925
18 48 293
18 49 268
18 50 809
18 51 497
18 52 511
18 53 541
18 54 311
18 55 153
18 56 984
18 57 744
18 58 1000
18 59 734
18 60 983
18 61 728
18 62 134
18 63 179
18 64 324
18 65 890
18 66 824
18 67 875
18 68 916
18 69 382
18 70 805
18 71 313
18 72 200
18 73 161
18 74 745
18 75 603
18 76 39
18 77 842
18 78 678
18 79 588
18 80 288
18 81 419
18 82 25
18 83 16
18 84 274
18 85 819
18 86 137
18 87 334
18 88 521
18 89 809
18 90 234
18 91 639
18 92 667
18 93 657
18 94 184
18 95 588
18 96 69
18 97 758
18 98 210
18 99 675
19 0 345
19 1 104
19 2 176
19 3 917
19 4 874
19 5 653
19 6 953
19 7 424
19 8 338
19 9 605
19 10 976
19 11 284
19 12 414
19 13 371
19 14 79
19 15 990
19 16 387
19 17 190
19 18 826
19 19 114
19 20 80
19 21 511
19 22 824
19 23 499
19 24 971
19 25 241
19 26 68
19 27 710
19 28 760
19 29 920
19 30 51
19 31 731
19 32 507
19 33 400
19 34 960
19 35 604
19 36 100
19 37 1
19 38 704
19 39 871
19 40 434
19 41 287
19 42 635
19 43 957
19 44 858
19 45 956
19 46 608
19 47 336
19 48 472
19 49 146
19 50 514
19 51 919
19 52 136
19 53 961
19 54 80
19 55 627
19 56 42
19 57 634
19 58 199
19 59 671
19 60 202
19 61 188
19 62 703
19 63 856
19 64 523
19 65 35
19 66 603
19 67 240
19 68 697
19 69 668
19 70 640
19 71 10
19 72 71
19 73 658
19 74 738
19 75 108
19 76 99
19 77 653
19 78 29
19 79 954
19 80 228
19 81 552
19 82 457
19 83 382
19 84 702
19 85 688
19 86 789
19 87 141
19 88 28
19 89 950
19 90 813
19 91 287
19 92 387
19 93 395
19 94 968
19 95 336
19 96 639
19 97 485
19 98 154
19 99 572
20 0 136
20 1 953
20 2 177
20 3 788
20 4 267
20 5 80
20 6 899
20 7 881
20 8 751
20 9 790
20 10 298
20 11 907
20 12 777
20 13 849
20 14 106
20 15 580
20 16 286
20 17 82
20 18 977
20 19 692
20 20 867
20 21 115
20 22 860
20 23 572
20 24 453
20 25 842
20 26 404
20 27 919
20 28 968
20 29 27
20 30 543
20 31 254
20 32 914
20 33 600
20 34 327
20 35 757
20 36 175
20 37 907
20 38 915
20 39 996
20 40 397
20 41 18
20 42 726
20 43 836
20 44 915
20 45 298
20 46 118
20 47 863
20 48 403
20 49 174
20 50 923
20 51 945
20 52 542
20 53 980
20 54 319
20 55 140
20 56 244
20 57 842
20 58 201
20 59 783
20 60 944
20 61 930
20 62 957
20 63 14
20 64 34
20 65 730
20 66 95
20 67 980
20 68 43
20 69 948
20 70 658
20 71 789
20 72 959
20 73 173
20 74 870
20 75 645
20 76 14
20 77 800
20 78 415
20 79 527
20 80 691
20 81 566
20 82 730
20 83 84
20 84 779
20 85 498
20 86 724
20 87 998
20 88 750
20 89 657
20 90 636
20 91 669
20 92 873
20 93 855
20 94 549
20 95 681
20 96 926
20 97 275
20 98 740
20 99 538
21 0 585
21 1 204
21 2 549
21 3 351
21 4 862
21 5 644
21 6 834
21 7 340
21 8 828
21 9 284
21 10 176
21 11 969
21 12 85
21 13 899
21 14 354
21 15 387
21 16 160
21 17 437
21 18 644
21 19 376
21 20 928
21 21 934
21 22 932
21 23 332
21 24 616
21 25 87
21 26 411
21 27 732
21 28 243
21 29 761
21 30 591
21 31 73
21 32 756
21 33 983
21 34 180
21 35 660
21 36 87
21 37 25
21 38 72
21 39 155
21 40 730
21 41 433
21 42 183
21 43 531
21 44 156
21 45 803
21 46 367
21 47 675
21 48 172
21 49 182
21 50 685
21 51 314
21 52 754
21 53 417
21 54 527
21 55 729
21 56 768
21 57 923
21 58 782
21 59 1
21 60 739
21 61 727
21 62 165
21 63 599
21 64 264
21 65 811
21 66 160
21 67 710
21 68 297
21 69 723
21 70 830
21 71 586
21 72 81
21 73 787
21 74 372
21 75 109
21 76 816
21 77 528
21 78 948
21 79 283
21 80 127
21 81 740
21 82 300
21 83 464
21 84 876
21 85 999
21 86 904
21 87 687
21 88 424
21 89 937
21 90 870
21 91 185
21 92 836
21 93 120
21 94 233
21 95 503
21 96 883
21 97 531
21 98 705
21 99 639
22 0 36
22 1 947
22 2 568
22 3 778
22 4 296
22 5 810
22 6 788
22 7 397
22 8 660
22 9 344
22 10 960
22 11 298
22 12 249
22 13 331
22 14 612
22 15 366
22 16 707
22 17 269
22 18 328
22 19 817
22 20 190
22 21 737
22 22 906
22 23 118
22 24 334
22 25 808
22 26 608
22 27 217
22 28 449
22 29 547
22 30 410
22 31 560
22 32 589
22 33 227
22 34 135
22 35 412
22 36 590
22 37 308
22 38 188
22 39 30
22 40 968
22 41 904
22 42 485
22 43 54
22 44 304
22 45 992
22 46 107
22 47 775
22 48 232
22 49 554
22 50 800
22 51 423
22 52 84
22 53 310
22 54 600
22 55 112
22 56 496
22 57 699
22 58 796
22 59 71
22 60 793
22 61 466
22 62 343
22 63 40
22 64 227
22 65 429
22 66 337
22 67 463
22 68 396
22 69 785
22 70 466
22 71 139
22 72 950
22 73 236
22 74 486
22 75 966
22 76 479
22 77 201
22 78 54
22 79 81
22 80 183
22 81 938
22 82 933
22 83 923
22 84 804
22 85 797
22 86 407
22 87 547
22 88 947
22 89 94
22 90 450
22 91 459
22 92 611
22 93 584
22 94 220
22 95 33
22 96 747
22 97 904
22 98 843
22 99 622
23 0 902
23 1 773
23 2 997
23 3 116
23 4 368
23 5 66
23 6 354
23 7 911
23 8 986
23 9 686
23 10 73
23 11 828
23 12 832
23 13 251
23 14 231
23 15 507
23 16 618
23 17 748
23 18 287
23 19 274
23 20 837
23 21 923
23 22 389
23 23 438
23 24 561
23 25 754
23 26 927
23 27 124
23 28 522
23 29 516
23 30 492
