200 200 
101 129 25661298
101 12 24501128
101 130 24032715
101 131 22393954
101 132 24780689
101 133 26501143
101 134 25424556
101 135 23836545
101 136 23484058
101 137 24480182
101 138 24547216
101 139 23331620
101 13 24444039
101 140 27468442
101 141 22650332
101 142 26042442
101 143 24407485
101 144 23518585
101 145 25142038
101 146 24860238
101 147 23012384
101 148 23901377
101 149 25062791
101 14 24649146
101 150 25308512
101 151 20927268
101 152 24826016
101 153 21015450
101 154 22948098
101 155 21019465
101 156 22399978
101 157 24164857
101 158 26875556
101 159 23746582
101 15 21239282
101 160 23191344
101 161 22579329
101 162 19727272
101 163 22585988
101 164 25442680
101 165 24964509
101 166 22458345
101 167 24534377
101 168 22067433
101 169 24981944
101 16 22687275
101 170 25540270
101 171 24251618
101 172 23749703
101 173 26107766
101 174 25073267
101 175 23268153
101 176 23414146
101 177 28119781
101 178 23395368
101 179 24523663
101 17 25290312
101 180 22525299
101 181 25932683
101 182 23740159
101 183 23902243
101 184 22506964
101 185 25326340
101 186 25763062
101 187 22785090
101 188 22748933
101 189 25566579
101 18 25927711
101 190 24984148
101 191 26825075
101 192 22893156
101 193 24202720
101 194 22826648
101 195 22783450
101 196 26401137
101 197 24182253
101 198 24413072
101 199 23605539
101 19 23081973
101 1 26477137
101 20 25970131
101 21 25681089
101 22 24118838
101 23 25420646
101 24 24076595
101 25 21351004
101 26 25766789
101 27 25900090
101 28 25290165
101 29 25550192
101 2 25236494
101 30 24439087
101 31 25438105
101 32 24838767
101 33 28227140
101 34 21707416
101 35 23914039
101 36 24183973
101 37 23006078
101 38 21313010
101 39 22744563
101 3 25708360
101 40 26181269
101 41 22559102
101 42 23773700
101 43 24844809
101 44 23165860
101 45 23240356
101 46 23878097
101 47 26191360
101 48 19144215
101 49 26771744
101 4 24113931
101 50 23521036
101 51 23270800
101 52 29034406
101 53 24077257
101 54 22759497
101 55 22604021
101 56 24667268
101 57 23232772
101 58 21011797
101 59 21036504
101 5 23998592
101 60 24384590
101 61 25213480
101 62 24314708
101 63 26498359
101 64 25651257
101 65 25478182
101 66 22924332
101 67 20790097
101 68 24116765
101 69 22912986
101 6 26479045
101 70 27108181
101 71 22928502
101 72 20871581
101 73 22840417
101 74 22928162
101 75 27137044
101 76 23508209
101 77 22544000
101 78 28165519
101 79 23990120
101 7 25357392
101 80 23794966
101 81 24772767
101 82 22352684
101 83 24346623
101 84 24030094
101 85 22024979
101 86 23590148
101 87 24345572
101 88 26719295
101 89 23076627
101 8 23436264
101 90 24534356
101 91 25538789
101 92 25298714
101 93 25227188
101 94 25059038
101 95 22323115
101 96 23599302
101 97 24401170
101 98 24060479
101 99 23447680
101 9 24233752
102 0 26315011
102 100 24445656
102 101 27740432
102 102 29205897
102 103 26763022
102 104 26161458
102 105 25093797
102 106 22946013
102 107 25161500
102 108 26779747
102 109 25569202
102 10 27564757
102 110 28957936
102 111 29758623
102 112 26468355
102 113 25464219
102 114 27261246
102 115 27633736
102 116 26321444
102 117 26549694
102 118 25088495
102 119 27268921
102 11 27187737
102 120 27634561
102 121 26170567
102 122 25675322
102 123 28900147
102 124 25170560
102 125 27114795
102 126 24785357
102 127 28208422
102 128 25937763
102 129 30103106
102 12 26392307
102 130 27530338
102 131 25509865
102 132 26081953
102 133 28178668
102 134 29146714
102 135 25879039
102 136 27890179
102 137 28246746
102 138 27814256
102 139 25831515
102 13 28817591
102 140 30997054
102 141 27148051
102 142 28144501
102 143 26632494
102 144 27730648
102 145 28232374
102 146 28985149
102 147 26480252
102 148 27148943
102 149 26371628
102 14 28248762
102 150 27080407
102 151 23306128
102 152 28284185
102 153 26376041
102 154 26626225
102 155 22938865
102 156 24694597
102 157 26845186
102 158 29387334
102 159 28770461
102 15 24473901
102 160 27764715
102 161 25495559
102 162 24479906
102 163 28201616
102 164 30499324
102 165 27673230
102 166 24852352
102 167 28659905
102 168 26314644
102 169 26434890
102 16 27213209
102 170 26853669
102 171 27464801
102 172 28446745
102 173 28715324
102 174 28974520
102 175 26606101
102 176 26957347
102 177 30617206
102 178 26778170
102 179 28715219
102 17 28976804
102 180 26634180
102 181 29041086
102 182 25454076
102 183 28667460
102 184 27878311
102 185 29448492
102 186 29350380
102 187 26267804
102 188 24566504
102 189 30332308
102 18 28636557
102 190 29145818
102 191 30948518
102 192 25589161
102 193 28392430
102 194 26236259
102 195 25386431
102 196 28339968
102 197 25814347
102 198 27448135
102 199 27926495
102 19 27106543
102 1 29400606
102 20 29905465
102 21 27806110
102 22 26687141
102 23 30118466
102 24 27006418
102 25 25035721
102 26 29711123
102 27 29553270
102 28 28100951
102 29 29377837
102 2 28437259
102 30 28228805
102 31 28928313
102 32 27689654
102 33 30529791
102 34 26201309
102 35 27595821
102 36 27408582
102 37 27859397
102 38 26495878
102 39 24935402
102 3 29198257
102 40 27454608
102 41 24680464
102 42 25132041
102 43 28656376
102 44 26292562
102 45 26246079
102 46 27154566
102 47 27621948
102 48 21173274
102 49 29702687
102 4 25793357
102 50 26370704
102 51 24674444
102 52 31598144
102 53 27066274
102 54 26110063
102 55 27296724
102 56 26942601
102 57 25918816
102 58 26261824
102 59 25953179
102 5 27596391
102 60 28047668
102 61 29063377
102 62 26014891
102 63 29835488
102 64 30220206
102 65 25940973
102 66 26081383
102 67 23374315
102 68 25362155
102 69 26020931
102 6 28647406
102 70 28650285
102 71 25769975
102 72 23645682
102 73 25361118
102 74 25443005
102 75 30637982
102 76 26377159
102 77 25072633
102 78 32284724
102 79 26661862
102 7 29099183
102 80 28460460
102 81 27892033
102 82 26528600
102 83 26545951
102 84 26529101
102 85 24290728
102 86 28782135
102 87 28450892
102 88 28927814
102 89 25635047
102 8 26690790
102 90 27212806
102 91 30367684
102 92 28248363
102 93 28382604
102 94 26853126
102 95 26668086
102 96 26795379
102 97 25191844
102 98 26653959
102 99 27888712
102 9 26725928
103 0 26651443
103 100 24022815
103 101 25809750
103 102 28037023
103 103 26352314
103 104 22720506
103 105 24872726
103 106 21229779
103 107 23589033
103 108 25222735
103 109 23375746
103 10 25396669
103 110 27142142
103 111 26658038
103 112 24274508
103 113 24432978
103 114 25273862
103 115 27374430
103 116 24876309
103 117 24488912
103 118 23858268
103 119 25079009
103 11 26567544
103 120 26111454
103 121 24482215
103 122 24292341
103 123 27706315
103 124 22450980
103 125 26165127
103 126 22329606
103 127 27605446
103 128 24881805
103 129 28761829
103 12 25008753
103 130 24916497
103 131 25917116
103 132 25824607
103 133 27457578
103 134 26637629
103 135 25851955
103 136 25856864
103 137 25944031
103 138 25544301
103 139 24037508
103 13 27820815
103 140 27363493
103 141 24295175
103 142 25455356
103 143 26804164
103 144 24208003
103 145 26810004
103 146 24206905
103 147 24848383
103 148 25477836
103 149 26771827
103 14 27092920
103 150 26443945
103 151 22167524
103 152 26490948
103 153 24474791
103 154 25384299
103 155 23320342
103 156 23608922
103 157 24875252
103 158 28338977
103 159 26885033
103 15 22962664
103 160 27087101
103 161 24104501
103 162 23231937
103 163 26677074
103 164 28363996
103 165 26633752
103 166 25512119
103 167 27328947
103 168 23013397
103 169 25670195
103 16 24720958
103 170 25016621
103 171 24909224
103 172 26687197
103 173 27507076
103 174 27449170
103 175 25025505
103 176 25160015
103 177 29763895
103 178 25317165
103 179 26934879
103 17 27425833
103 180 24778407
103 181 27699365
103 182 24962783
103 183 26315720
103 184 25130336
103 185 27887296
103 186 27635659
103 187 26266320
103 188 23067493
103 189 29051129
103 18 28126686
103 190 28354459
103 191 27717149
103 192 24197731
103 193 24571949
103 194 24921671
103 195 23787511
103 196 26772486
103 197 24358000
103 198 26683617
103 199 24824458
103 19 25081852
103 1 27217054
103 20 28887103
103 21 26187741
103 22 25076056
103 23 26933564
103 24 25346165
103 25 23509409
103 26 27880647
103 27 27680833
103 28 27372220
103 29 27193951
103 2 26352300
103 30 27236442
103 31 28636041
103 32 25904462
103 33 29287685
103 34 24476118
103 35 25886233
103 36 26162939
103 37 26348334
103 38 23459543
103 39 24692973
103 3 28099230
103 40 28401614
103 41 22664557
103 42 24824679
103 43 24578658
103 44 25234974
103 45 24297865
103 46 25375751
103 47 26780216
103 48 21642250
103 49 29037309
103 4 24223907
103 50 24991756
103 51 23259707
103 52 31287912
103 53 24045963
103 54 24133045
103 55 25015811
103 56 23671327
103 57 25770396
103 58 23244286
103 59 23376291
103 5 25774660
103 60 27192088
103 61 27332570
103 62 24140404
103 63 28730560
103 64 29877556
103 65 25322219
103 66 26961967
103 67 25425920
103 68 26095026
103 69 24375477
103 6 28720365
103 70 27483293
103 71 25083189
103 72 23499145
103 73 26888569
103 74 23849549
103 75 27121410
103 76 25045524
103 77 23870544
103 78 31288625
103 79 26522670
103 7 26846756
103 80 25370003
103 81 24079351
103 82 24522009
103 83 24205206
103 84 25794778
103 85 25787722
103 86 27532321
103 87 27396194
103 88 28347210
103 89 24702831
103 8 26770458
103 90 25386622
103 91 25186788
103 92 26942524
103 93 26877400
103 94 25377488
103 95 24809524
103 96 24408487
103 97 24017741
103 98 24909885
103 99 25119056
103 9 26533640
104 0 24517308
104 100 25251428
104 101 26596575
104 102 27229320
104 103 24470860
104 104 24043007
104 105 23396988
104 106 21528597
104 107 22575747
104 108 23874318
104 109 24106388
104 10 25890129
104 110 26507273
104 111 27772528
104 112 24643354
104 113 25103367
104 114 25804545
104 115 27263447
104 116 25371252
104 117 23413248
104 118 24974813
104 119 26383615
104 11 24722917
104 120 26018806
104 121 23450719
104 122 24300487
104 123 26947789
104 124 21395628
104 125 24400832
104 126 23753639
104 127 27184372
104 128 25673637
104 129 27106517
104 12 24758455
104 130 25614119
104 131 23971850
104 132 25913739
104 133 26411569
104 134 26993563
104 135 25878427
104 136 25356503
104 137 25278983
104 138 26840050
104 139 23176754
104 13 28059431
104 140 26653614
104 141 24209361
104 142 26982689
104 143 25185336
104 144 24560574
104 145 26535699
104 146 25846196
104 147 25497797
104 148 24957824
104 149 26030943
104 14 25176153
104 150 26717285
104 151 21842664
104 152 26768991
104 153 24947598
104 154 24573104
104 155 21640830
104 156 24312949
104 157 25210824
104 158 29259921
104 159 26399842
104 15 22797867
104 160 25570760
104 161 23139666
104 162 21058611
104 163 25729475
104 164 28206909
104 165 25038865
104 166 24551327
104 167 26450805
104 168 24512005
104 169 25940301
104 16 24879197
104 170 26211532
104 171 25105802
104 172 25752775
104 173 27013555
104 174 26728205
104 175 24178068
104 176 24922237
104 177 28712228
104 178 25245825
104 179 26459650
104 17 25813218
104 180 24441638
104 181 27052946
104 182 24280920
104 183 25720786
104 184 26720990
104 185 27490213
104 186 27100672
104 187 25871838
104 188 22981024
104 189 28012298
104 18 25856112
104 190 26556603
104 191 27582609
104 192 24549894
104 193 26331072
104 194 24316301
104 195 25179862
104 196 28802448
104 197 23993469
104 198 25867075
104 199 23864850
104 19 26174140
104 1 25638513
104 20 29025537
104 21 27443353
104 22 25488312
104 23 28477815
104 24 25418953
104 25 23025702
104 26 28020517
104 27 28369949
104 28 27536590
104 29 27377642
104 2 27425454
104 30 25390790
104 31 27997762
104 32 25475929
104 33 28432412
104 34 25150187
104 35 26225837
104 36 24937983
104 37 26462864
104 38 26830450
104 39 25775532
104 3 28077754
104 40 26357225
104 41 22737990
104 42 23481986
104 43 24148152
104 44 25430292
104 45 24029265
104 46 25346045
104 47 26526086
104 48 21663558
104 49 28258983
104 4 23867680
104 50 24909650
104 51 23456183
104 52 29438644
104 53 24608731
104 54 24563338
104 55 26203249
104 56 25131308
104 57 26044479
104 58 24009191
104 59 24612401
104 5 25856738
104 60 26317496
104 61 26735791
104 62 25762157
104 63 27425620
104 64 28040529
104 65 25312982
104 66 25983760
104 67 23301995
104 68 25533945
104 69 24529682
104 6 27409334
104 70 29709338
104 71 25745366
104 72 23689586
104 73 25175450
104 74 24809932
104 75 27638218
104 76 23973973
104 77 23865685
104 78 28916719
104 79 25152349
104 7 26236711
104 80 24876750
104 81 25128985
104 82 25183790
104 83 25548193
104 84 24502675
104 85 24404955
104 86 26659039
104 87 26974503
104 88 27153909
104 89 24674560
104 8 23426710
104 90 25953313
104 91 27444644
104 92 26670811
104 93 25856163
104 94 27490600
104 95 22637681
104 96 24313025
104 97 24851177
104 98 26423826
104 99 25615191
104 9 25724239
105 0 22991187
105 100 24394366
105 101 24907524
105 102 24868249
105 103 23177620
105 104 23524439
105 105 21933490
105 106 20455026
105 107 21510238
105 108 23779858
105 109 21480607
105 10 24745707
105 110 25800034
105 111 24948361
105 112 24786814
105 113 21923585
105 114 25184932
105 115 25428654
105 116 24021123
105 117 22759726
105 118 24046244
105 119 25162397
105 11 22115721
105 120 23202117
105 121 21437744
105 122 23119100
105 123 25550936
105 124 22291645
105 125 23144138
105 126 22314327
105 127 25815051
105 128 23104891
105 129 25727824
105 12 22978647
105 130 22930330
105 131 23302018
105 132 23052769
105 133 25157210
105 134 26357732
105 135 23933976
105 136 26010376
105 137 23748179
105 138 24579978
105 139 23694683
105 13 23344734
105 140 26584318
105 141 23024877
105 142 26607484
105 143 25155767
105 144 23931689
105 145 24644962
105 146 23217766
105 147 24281717
105 148 24300567
105 149 23710692
105 14 24394859
105 150 24740543
105 151 20519408
105 152 25437536
105 153 23488190
105 154 23355647
105 155 20249387
105 156 21869508
105 157 22410426
105 158 27756724
105 159 26298995
105 15 21516868
105 160 22747958
105 161 21524433
105 162 22172211
105 163 24685911
105 164 25783806
105 165 23938886
105 166 21370368
105 167 23610939
105 168 21988669
105 169 22671479
105 16 23501863
105 170 23619544
105 171 21594413
105 172 24222402
105 173 26087980
105 174 25283084
105 175 25175109
105 176 23332719
105 177 26295780
105 178 23275826
105 179 23815415
105 17 25826892
105 180 24031225
105 181 26308031
105 182 22457036
105 183 23588066
105 184 22439835
105 185 25151271
105 186 25257138
105 187 22611853
105 188 22112995
105 189 26915257
105 18 23849429
105 190 25182622
105 191 25895840
105 192 21646427
105 193 25612319
105 194 21482640
105 195 22135383
105 196 24404619
105 197 22328715
105 198 22546041
105 199 22379593
105 19 24200075
105 1 26446904
105 20 25238207
105 21 23884893
105 22 21814207
105 23 25194029
105 24 23272281
105 25 23015950
105 26 26212779
105 27 27782384
105 28 26369203
105 29 24980771
105 2 25787026
105 30 23608276
105 31 26181945
105 32 22131694
105 33 26959503
105 34 24472752
105 35 24499224
105 36 23983607
105 37 23410303
105 38 23083755
105 39 22357887
105 3 27412686
105 40 25324364
105 41 19508513
105 42 23223390
105 43 24463492
105 44 23263765
105 45 22674365
105 46 23241365
105 47 25175230
105 48 23015883
105 49 26621098
105 4 22230908
105 50 23152226
105 51 23077819
105 52 27921534
