100 200
3 80 288
3 81 126
3 82 739
3 83 827
3 84 628
3 85 180
3 86 978
3 87 449
3 88 179
3 89 175
3 90 401
3 91 265
3 92 905
3 93 423
3 94 851
3 95 14
3 96 521
3 97 723
3 98 39
3 99 936
3 100 133
3 101 822
3 102 39
3 103 84
3 104 355
3 105 526
3 106 752
3 107 328
3 108 453
3 109 309
3 110 349
3 111 780
3 112 142
3 113 898
3 114 940
3 115 487
3 116 390
3 117 992
3 118 208
3 119 266
3 120 919
3 121 909
3 122 209
3 123 534
3 124 317
3 125 896
3 126 322
3 127 935
3 128 655
3 129 415
3 130 813
3 131 739
3 132 11
3 133 840
3 134 323
3 135 918
3 136 817
3 137 314
3 138 994
3 139 129
3 140 55
3 141 751
3 142 306
3 143 53
3 144 224
3 145 671
3 146 92
3 147 51
3 148 363
3 149 379
3 150 94
3 151 566
3 152 760
3 153 81
3 154 990
3 155 619
3 156 360
3 157 180
3 158 203
3 159 813
3 160 973
3 161 983
3 162 616
3 163 9
3 164 598
3 165 932
3 166 359
3 167 611
3 168 845
3 169 524
3 170 592
3 171 642
3 172 545
3 173 828
3 174 327
3 175 258
3 176 246
3 177 632
3 178 415
3 179 375
3 180 237
3 181 221
3 182 435
3 183 278
3 184 317
3 185 791
3 186 549
3 187 394
3 188 11
3 189 528
3 190 90
3 191 110
3 192 439
3 193 528
3 194 458
3 195 595
3 196 713
3 197 3
3 198 999
3 199 320
4 0 159
4 1 755
4 2 757
4 3 189
4 4 59
4 5 804
4 6 658
4 7 534
4 8 6
4 9 35
4 10 233
4 11 17
4 12 384
4 13 892
4 14 807
4 15 855
4 16 871
4 17 970
4 18 873
4 19 153
4 20 398
4 21 783
4 22 2
4 23 78
4 24 731
4 25 270
4 26 790
4 27 826
4 28 88
4 29 52
4 30 415
4 31 761
4 32 967
4 33 659
4 34 656
4 35 558
4 36 518
4 37 209
4 38 769
4 39 604
4 40 746
4 41 210
4 42 63
4 43 121
4 44 374
4 45 757
4 46 576
4 47 727
4 48 821
4 49 338
4 50 601
4 51 349
4 52 368
4 53 428
4 54 711
4 55 735
4 56 608
4 57 722
4 58 996
4 59 75
4 60 122
4 61 119
4 62 701
4 63 386
4 64 449
4 65 127
4 66 375
4 67 332
4 68 2
4 69 971
4 70 615
4 71 315
4 72 689
4 73 291
4 74 913
4 75 68
4 76 845
4 77 514
4 78 958
4 79 404
4 80 951
4 81 478
4 82 345
4 83 623
4 84 605
4 85 718
4 86 364
4 87 832
4 88 812
4 89 553
4 90 643
4 91 650
4 92 197
4 93 242
4 94 995
4 95 407
4 96 33
4 97 785
4 98 384
4 99 31
4 100 823
4 101 109
4 102 50
4 103 514
4 104 460
4 105 17
4 106 150
4 107 579
4 108 195
4 109 354
4 110 218
4 111 750
4 112 233
4 113 493
4 114 312
4 115 751
4 116 66
4 117 65
4 118 941
4 119 968
4 120 487
4 121 202
4 122 116
4 123 580
4 124 225
4 125 200
4 126 301
4 127 502
4 128 547
4 129 909
4 130 80
4 131 222
4 132 866
4 133 938
4 134 801
4 135 662
4 136 607
4 137 777
4 138 175
4 139 513
4 140 503
4 141 693
4 142 332
4 143 305
4 144 161
4 145 727
4 146 804
4 147 939
4 148 220
4 149 942
4 150 297
4 151 717
4 152 786
4 153 107
4 154 508
4 155 311
4 156 124
4 157 86
4 158 501
4 159 107
4 160 688
4 161 193
4 162 907
4 163 195
4 164 757
4 165 437
4 166 262
4 167 284
4 168 864
4 169 959
4 170 387
4 171 538
4 172 128
4 173 827
4 174 643
4 175 499
4 176 926
4 177 206
4 178 516
4 179 148
4 180 990
4 181 126
4 182 789
4 183 286
4 184 540
4 185 30
4 186 29
4 187 296
4 188 592
4 189 947
4 190 537
4 191 462
4 192 284
4 193 400
4 194 709
4 195 127
4 196 87
4 197 113
4 198 125
4 199 187
5 0 300
5 1 907
5 2 596
5 3 196
5 4 109
5 5 336
5 6 683
5 7 607
5 8 409
5 9 785
5 10 534
5 11 375
5 12 125
5 13 1
5 14 929
5 15 350
5 16 22
5 17 578
5 18 488
5 19 461
5 20 756
5 21 445
5 22 48
5 23 171
5 24 624
5 25 493
5 26 967
5 27 658
5 28 727
5 29 288
5 30 350
5 31 242
5 32 567
5 33 242
5 34 640
5 35 883
5 36 846
5 37 262
5 38 864
5 39 392
5 40 785
5 41 349
5 42 907
5 43 493
5 44 754
5 45 410
5 46 291
5 47 468
5 48 271
5 49 402
5 50 304
5 51 375
5 52 346
5 53 251
5 54 27
5 55 260
5 56 547
5 57 712
5 58 717
5 59 830
5 60 966
5 61 384
5 62 234
5 63 688
5 64 731
5 65 366
5 66 960
5 67 542
5 68 856
5 69 901
5 70 377
5 71 807
5 72 711
5 73 973
5 74 236
5 75 99
5 76 184
5 77 468
5 78 376
5 79 62
5 80 445
5 81 273
5 82 165
5 83 430
5 84 913
5 85 907
5 86 349
5 87 334
5 88 269
5 89 444
5 90 696
5 91 100
5 92 599
5 93 23
5 94 260
5 95 187
5 96 801
5 97 437
5 98 226
5 99 834
5 100 529
5 101 585
5 102 816
5 103 406
5 104 211
5 105 608
5 106 463
5 107 936
5 108 45
5 109 427
5 110 704
5 111 75
5 112 419
5 113 474
5 114 474
5 115 907
5 116 214
5 117 69
5 118 361
5 119 498
5 120 117
5 121 484
5 122 443
5 123 282
5 124 374
5 125 109
5 126 802
5 127 738
5 128 328
5 129 546
5 130 140
5 131 20
5 132 282
5 133 786
5 134 559
5 135 718
5 136 846
5 137 734
5 138 460
5 139 859
5 140 624
5 141 495
5 142 351
5 143 441
5 144 423
5 145 412
5 146 23
5 147 112
5 148 329
5 149 132
5 150 374
5 151 380
5 152 208
5 153 236
5 154 489
5 155 529
5 156 534
5 157 26
5 158 144
5 159 840
5 160 43
5 161 909
5 162 274
5 163 15
5 164 3
5 165 584
5 166 667
5 167 286
5 168 222
5 169 283
5 170 322
5 171 892
5 172 289
5 173 723
5 174 433
5 175 658
5 176 357
5 177 29
5 178 351
5 179 390
5 180 8
5 181 544
5 182 55
5 183 443
5 184 327
5 185 138
5 186 709
5 187 562
5 188 747
5 189 574
5 190 655
5 191 983
5 192 334
5 193 848
5 194 777
5 195 795
5 196 784
5 197 538
5 198 111
5 199 432
6 0 231
6 1 502
6 2 405
6 3 466
6 4 665
6 5 259
6 6 917
6 7 269
6 8 2
6 9 390
6 10 121
6 11 143
6 12 511
6 13 572
6 14 87
6 15 531
6 16 781
6 17 502
6 18 789
6 19 775
6 20 245
6 21 150
6 22 222
6 23 924
6 24 882
6 25 985
6 26 739
6 27 444
6 28 363
6 29 420
6 30 782
6 31 850
6 32 181
6 33 844
6 34 383
6 35 503
6 36 771
6 37 775
6 38 486
6 39 537
6 40 916
6 41 842
6 42 334
6 43 613
6 44 622
6 45 555
6 46 654
6 47 956
6 48 195
6 49 376
6 50 179
6 51 111
6 52 659
6 53 331
6 54 531
6 55 291
6 56 880
6 57 715
6 58 867
6 59 408
6 60 37
6 61 127
6 62 703
6 63 285
6 64 127
6 65 126
6 66 949
6 67 280
6 68 371
6 69 736
6 70 680
6 71 412
6 72 438
6 73 607
6 74 914
6 75 604
6 76 631
6 77 803
6 78 340
6 79 770
6 80 88
6 81 35
6 82 944
6 83 76
6 84 198
6 85 457
6 86 931
6 87 41
6 88 783
6 89 116
6 90 532
6 91 808
6 92 933
6 93 786
6 94 878
6 95 928
6 96 478
6 97 861
6 98 805
6 99 514
6 100 758
6 101 502
6 102 580
6 103 598
6 104 982
6 105 587
6 106 781
6 107 504
6 108 870
6 109 813
6 110 194
6 111 60
6 112 413
6 113 67
6 114 596
6 115 943
6 116 176
6 117 561
6 118 887
6 119 687
6 120 418
6 121 540
6 122 238
6 123 358
6 124 245
6 125 423
6 126 189
6 127 286
6 128 190
6 129 343
6 130 225
6 131 426
6 132 530
6 133 556
6 134 766
6 135 14
6 136 970
6 137 824
6 138 595
6 139 93
6 140 975
6 141 185
6 142 169
6 143 456
6 144 213
6 145 768
6 146 464
6 147 326
6 148 346
6 149 147
6 150 479
6 151 753
6 152 130
6 153 183
6 154 500
6 155 12
6 156 920
6 157 511
6 158 372
6 159 534
6 160 713
6 161 354
6 162 447
6 163 548
6 164 629
6 165 892
6 166 760
6 167 266
6 168 421
6 169 336
6 170 327
6 171 98
6 172 126
6 173 515
6 174 747
6 175 36
6 176 855
6 177 312
6 178 656
6 179 932
6 180 128
6 181 684
6 182 350
6 183 207
6 184 536
6 185 89
6 186 249
6 187 526
6 188 388
6 189 901
6 190 293
6 191 640
6 192 384
6 193 650
6 194 36
6 195 960
6 196 461
6 197 863
6 198 924
6 199 384
7 0 668
7 1 595
7 2 461
7 3 661
7 4 968
7 5 661
7 6 778
7 7 444
7 8 774
7 9 105
7 10 778
7 11 185
7 12 889
7 13 967
7 14 917
7 15 595
7 16 637
7 17 186
7 18 225
7 19 484
7 20 468
7 21 605
7 22 909
7 23 81
7 24 710
7 25 360
7 26 587
7 27 201
7 28 743
7 29 874
7 30 716
7 31 792
7 32 551
7 33 554
7 34 0
7 35 734
7 36 231
7 37 618
7 38 638
7 39 645
7 40 694
7 41 347
7 42 766
7 43 470
7 44 527
7 45 964
7 46 476
7 47 499
7 48 163
7 49 558
7 50 755
7 51 608
7 52 1
7 53 497
7 54 506
7 55 416
7 56 88
7 57 286
7 58 563
7 59 139
7 60 189
7 61 316
7 62 488
7 63 750
7 64 716
7 65 775
7 66 446
7 67 681
7 68 208
7 69 688
7 70 26
7 71 570
7 72 581
7 73 287
7 74 19
7 75 726
7 76 558
7 77 475
7 78 106
7 79 126
7 80 688
7 81 602
7 82 921
7 83 974
7 84 991
7 85 312
7 86 556
7 87 354
7 88 706
7 89 499
7 90 848
7 91 190
7 92 891
7 93 907
7 94 533
7 95 101
7 96 198
7 97 98
7 98 802
7 99 330
7 100 963
7 101 484
7 102 303
7 103 948
7 104 559
7 105 71
7 106 128
7 107 199
7 108 393
7 109 738
7 110 318
7 111 784
7 112 746
7 113 500
7 114 31
7 115 760
7 116 372
7 117 154
7 118 591
7 119 18
7 120 278
7 121 886
7 122 587
7 123 793
7 124 697
7 125 258
7 126 92
7 127 652
7 128 387
7 129 761
7 130 683
7 131 17
7 132 824
7 133 717
7 134 567
7 135 377
7 136 10
7 137 584
7 138 843
7 139 318
7 140 618
7 141 727
7 142 968
7 143 830
7 144 264
7 145 761
7 146 401
7 147 636
7 148 519
7 149 56
7 150 552
7 151 807
7 152 110
7 153 137
7 154 901
7 155 339
7 156 270
7 157 402
7 158 327
7 159 4
7 160 187
7 161 813
7 162 889
7 163 768
7 164 620
7 165 572
7 166 245
7 167 766
7 168 59
7 169 352
7 170 491
7 171 300
7 172 406
7 173 873
7 174 72
7 175 66
7 176 483
7 177 483
7 178 844
7 179 511
7 180 279
7 181 351
7 182 707
7 183 583
7 184 341
7 185 398
7 186 400
7 187 907
7 188 623
7 189 224
7 190 994
7 191 707
7 192 380
7 193 438
7 194 323
7 195 71
7 196 703
7 197 534
7 198 206
7 199 133
8 0 222
8 1 512
8 2 288
8 3 496
8 4 263
8 5 516
8 6 445
8 7 983
8 8 202
8 9 991
8 10 271
8 11 222
8 12 1000
8 13 992
8 14 148
8 15 187
8 16 406
8 17 798
8 18 598
8 19 943
8 20 576
8 21 713
8 22 236
8 23 818
8 24 670
8 25 663
8 26 852
8 27 820
8 28 408
8 29 129
8 30 79
8 31 617
8 32 901
8 33 24
8 34 67
8 35 752
8 36 864
8 37 621
8 38 751
8 39 263
8 40 17
8 41 398
8 42 421
8 43 288
8 44 200
8 45 803
8 46 868
8 47 641
8 48 197
8 49 768
8 50 803
8 51 930
8 52 786
8 53 100
8 54 746
8 55 491
8 56 775
8 57 648
8 58 625
8 59 955
8 60 399
8 61 506
8 62 55
8 63 247
8 64 602
8 65 645
8 66 145
8 67 308
8 68 939
8 69 434
8 70 710
8 71 274
8 72 400
8 73 735
8 74 615
8 75 866
8 76 956
8 77 881
8 78 479
8 79 877
8 80 139
8 81 627
8 82 113
8 83 159
8 84 328
8 85 839
8 86 338
8 87 465
8 88 597
8 89 58
8 90 764
8 91 744
8 92 313
8 93 612
8 94 811
8 95 571
8 96 897
8 97 982
8 98 387
8 99 543
8 100 977
8 101 920
8 102 520
8 103 114
8 104 684
8 105 578
8 106 389
8 107 219
8 108 739
8 109 672
8 110 777
8 111 849
8 112 937
8 113 440
8 114 324
8 115 532
8 116 256
8 117 982
8 118 804
8 119 287
8 120 729
8 121 554
8 122 163
8 123 413
8 124 428
8 125 945
8 126 111
8 127 131
8 128 886
8 129 935
8 130 239
8 131 721
8 132 75
8 133 652
8 134 199
8 135 129
8 136 927
8 137 229
8 138 50
8 139 508
8 140 42
8 141 737
8 142 772
8 143 38
8 144 129
8 145 224
8 146 761
8 147 445
8 148 116
8 149 159
8 150 763
8 151 379
8 152 344
8 153 590
8 154 530
8 155 239
8 156 217
8 157 651
8 158 167
8 159 450
8 160 745
8 161 560
8 162 521
8 163 669
8 164 975
8 165 570
8 166 424
8 167 466
8 168 140
8 169 157
8 170 727
8 171 225
8 172 491
8 173 507
8 174 760
8 175 457
8 176 828
8 177 487
8 178 968
8 179 146
8 180 388
8 181 16
8 182 329
8 183 408
8 184 820
8 185 800
8 186 436
8 187 174
8 188 127
8 189 932
8 190 391
8 191 908
8 192 205
8 193 38
8 194 156
8 195 381
8 196 457
8 197 784
8 198 575
8 199 296
9 0 696
9 1 57
9 2 226
9 3 375
9 4 82
9 5 975
9 6 948
9 7 666
9 8 86
9 9 818
9 10 379
9 11 92
9 12 925
9 13 614
9 14 797
9 15 418
9 16 787
9 17 972
9 18 549
9 19 851
9 20 922
9 21 659
9 22 492
9 23 386
9 24 848
9 25 758
9 26 351
9 27 64
9 28 846
9 29 349
9 30 578
9 31 495
9 32 67
9 33 223
9 34 0
9 35 523
9 36 482
9 37 20
9 38 283
9 39 553
9 40 243
9 41 953
9 42 334
9 43 72
9 44 119
9 45 232
9 46 841
9 47 979
9 48 122
9 49 219
9 50 904
9 51 8
9 52 457
9 53 273
9 54 903
9 55 187
9 56 842
9 57 263
9 58 367
9 59 666
9 60 606
9 61 652
9 62 994
9 63 510
9 64 89
9 65 913
9 66 416
9 67 185
9 68 942
9 69 299
9 70 368
9 71 459
9 72 851
9 73 247
9 74 369
9 75 716
9 76 467
9 77 372
9 78 500
9 79 89
9 80 493
9 81 640
9 82 177
9 83 955
9 84 99
9 85 991
9 86 905
9 87 713
9 88 288
9 89 453
9 90 102
9 91 721
9 92 460
9 93 538
9 94 654
9 95 948
9 96 134
9 97 875
9 98 30
9 99 576
9 100 713
9 101 503
9 102 721
9 103 332
9 104 558
9 105 25
9 106 416
9 107 999
9 108 187
9 109 240
9 110 110
9 111 826
9 112 653
9 113 999
9 114 169
9 115 679
9 116 283
9 117 105
9 118 435
9 119 573
9 120 286
9 121 893
9 122 109
9 123 943
9 124 392
9 125 769
9 126 726
9 127 180
9 128 622
9 129 934
9 130 816
9 131 257
9 132 143
9 133 200
9 134 510
9 135 858
9 136 521
9 137 91
9 138 717
9 139 581
9 140 72
9 141 694
9 142 917
9 143 600
9 144 409
9 145 415
9 146 938
9 147 746
9 148 515
9 149 563
9 150 559
9 151 265
9 152 141
9 153 843
9 154 163
9 155 714
9 156 859
9 157 376
9 158 933
9 159 921
9 160 334
9 161 376
9 162 540
9 163 694
9 164 624
9 165 66
9 166 662
9 167 298
9 168 152
9 169 199
9 170 718
9 171 745
9 172 172
9 173 943
9 174 295
9 175 772
9 176 704
9 177 277
9 178 465
9 179 782
9 180 107
9 181 446
9 182 517
9 183 822
9 184 562
9 185 960
9 186 62
9 187 143
9 188 362
9 189 827
9 190 198
9 191 861
9 192 454
9 193 923
9 194 338
9 195 712
9 196 672
9 197 894
9 198 378
9 199 71
10 0 18
10 1 355
10 2 658
10 3 665
10 4 36
10 5 595
10 6 618
10 7 90
10 8 154
10 9 927
10 10 537
10 11 419
10 12 293
10 13 878
10 14 906
10 15 732
10 16 218
10 17 236
10 18 350
10 19 946
10 20 132
10 21 484
10 22 958
10 23 553
10 24 584
10 25 964
10 26 899
10 27 603
10 28 625
10 29 425
10 30 88
10 31 437
10 32 488
10 33 754
10 34 152
10 35 635
10 36 904
10 37 191
10 38 559
10 39 985
10 40 336
10 41 441
10 42 323
10 43 550
10 44 611
10 45 805
10 46 423
10 47 50
10 48 83
10 49 416
10 50 461
10 51 636
10 52 319
10 53 432
10 54 252
10 55 870
10 56 125
10 57 107
10 58 624
10 59 794
10 60 856
10 61 764
10 62 457
10 63 49
10 64 825
10 65 112
10 66 110
10 67 833
10 68 861
10 69 804
10 70 271
10 71 852
10 72 301
10 73 597
10 74 688
10 75 809
10 76 38
10 77 813
10 78 178
10 79 347
10 80 141
10 81 607
10 82 866
10 83 60
10 84 242
10 85 424
10 86 765
10 87 988
10 88 159
10 89 19
10 90 296
10 91 74
10 92 201
10 93 762
10 94 47
10 95 862
10 96 802
10 97 222
10 98 955
10 99 279
10 100 509
10 101 474
10 102 357
10 103 724
10 104 380
10 105 26
10 106 138
10 107 162
10 108 786
10 109 636
10 110 173
10 111 438
10 112 363
10 113 576
10 114 573
10 115 474
10 116 498
10 117 317
10 118 214
10 119 451
10 120 11
10 121 585
10 122 27
10 123 861
10 124 923
10 125 862
10 126 331
10 127 437
10 128 941
10 129 667
10 130 406
10 131 858
10 132 242
10 133 196
10 134 192
10 135 219
10 136 663
10 137 32
10 138 47
10 139 589
10 140 921
10 141 70
10 142 436
10 143 740
10 144 552
10 145 272
10 146 131
10 147 539
10 148 714
10 149 453
10 150 859
10 151 152
10 152 279
10 153 554
10 154 476
10 155 851
10 156 574
10 157 101
10 158 354
10 159 595
10 160 631
10 161 734
10 162 893
10 163 398
10 164 394
10 165 317
10 166 208
10 167 721
10 168 272
10 169 228
10 170 85
10 171 381
10 172 217
10 173 311
10 174 367
10 175 44
10 176 179
10 177 85
10 178 851
10 179 49
10 180 892
10 181 761
10 182 199
10 183 484
10 184 98
10 185 705
10 186 372
10 187 221
10 188 955
10 189 347
10 190 873
10 191 954
10 192 175
10 193 329
10 194 177
10 195 900
10 196 439
10 197 515
10 198 866
10 199 717
11 0 750
11 1 608
11 2 328
11 3 46
11 4 699
11 5 552
11 6 715
11 7 284
11 8 194
11 9 284
11 10 351
11 11 786
11 12 38
11 13 730
11 14 249
11 15 600
11 16 264
11 17 365
11 18 325
11 19 901
11 20 246
11 21 241
11 22 246
11 23 507
11 24 590
11 25 622
11 26 492
11 27 519
11 28 619
11 29 591
11 30 688
11 31 478
11 32 327
11 33 628
11 34 935
11 35 524
11 36 760
11 37 632
11 38 341
11 39 651
11 40 413
11 41 46
11 42 408
11 43 968
11 44 877
11 45 944
11 46 29
11 47 22
11 48 884
11 49 98
11 50 804
11 51 602
11 52 608
11 53 554
11 54 796
11 55 429
11 56 939
11 57 708
11 58 921
11 59 649
11 60 491
11 61 211
11 62 829
11 63 199
11 64 437
11 65 420
11 66 738
11 67 785
11 68 894
11 69 708
11 70 476
11 71 963
11 72 162
11 73 159
11 74 536
11 75 865
11 76 254
11 77 439
11 78 1000
11 79 338
11 80 205
11 81 265
11 82 138
11 83 263
11 84 156
11 85 909
11 86 498
11 87 403
11 88 633
11 89 744
11 90 314
11 91 151
11 92 913
11 93 993
11 94 514
11 95 502
11 96 801
11 97 773
11 98 839
11 99 843
11 100 842
11 101 973
11 102 224
11 103 48
11 104 502
11 105 577
11 106 634
11 107 439
11 108 488
11 109 865
11 110 411
11 111 236
11 112 888
11 113 850
11 114 634
11 115 409
11 116 474
11 117 149
11 118 341
11 119 156
11 120 780
11 121 570
11 122 262
11 123 12
11 124 204
11 125 794
11 126 851
11 127 286
11 128 549
11 129 782
11 130 660
